farmacia,nome,marca,ean_gtin,preco_de,preco_por,preco_cartao,preco_pix,desconto_pct,url,data_coleta
FarmaPonte,"Omeprazol Medley 20Mg, Caixa Com 42 Capsulas Gelatinosas Duras De Liberacao Retardada",Medley,7896422517843,66.65,51.32,51.32,50.29,23.0,https://www.farmaponte.com.br/omeprazol-medley-20mg-caixa-com-42-capsulas-gelatinosas-duras-de-liberacao-retardada/p,2026-05-05 09:12:23
FarmaPonte,"Maleato De Timolol Ems 5mg mL, Caixa Com 1 Frasco Com 5mL De Solução De Uso Oftalmico",EMS,7896004715711,15.01,7.95,7.95,7.79,47.04,https://www.farmaponte.com.br/maleato-de-timolol-ems-5mgml-caixa-com-1-frasco-com-5ml-de-solucao-de-uso-oftalmico/p,2026-05-05 09:12:23
FarmaPonte,"Ciflogex Pastilha 3,0Mg, Caixa Com 12 Pastilhas, Sabor Cereja",Cimed,7896523216461,22.63,14.85,14.85,14.55,34.38,https://www.farmaponte.com.br/ciflogex-pastilha-30mg-caixa-com-12-pastilhas-sabor-cereja/p,2026-05-05 09:12:23
FarmaPonte,"Eparema 103Mg Ml, Flaconete Com 10Ml De Solucao Oral, Hortela",Cosmed,7896094922181,5.26,5.26,5.26,5.15,0.0,https://www.farmaponte.com.br/eparema-103mgml-flaconete-com-10ml-de-solucao-oral-hortela/p,2026-05-05 09:12:23
FarmaPonte,Sabonete Antisséptico em barra Galderma Soapex com 80g,Soapex,7897930750043,27.09,27.09,27.09,26.55,0.0,https://www.farmaponte.com.br/sabonete-galderma-soapex-essencial-barra-com-80g/p,2026-05-05 09:12:23
FarmaPonte,"Tess 2,0 0,035mg 21 Comprimidos Revestidos",União Química,7896006214946,29.33,27.86,27.86,27.3,5.01,https://www.farmaponte.com.br/tess-21cpr/p,2026-05-05 09:12:23
FarmaPonte,Alenia em Pó de Uso Inalatório 6mcg + 200mcg com 60 Cápsulas Refil Aché,Aché,7896181905288,121.29,115.23,115.24,112.93,5.0,https://www.farmaponte.com.br/alenia-6mcg-200mcg-caixa-com-60-capsulas-gelatinosas-duras-com-po-de-uso-inalatorio-refil/p,2026-05-05 09:12:23
FarmaPonte,Sominex Composto 20 Comprimidos,EMS,7896004774107,55.5,31.64,31.64,31.01,42.99,https://www.farmaponte.com.br/sominex-20cpr-ems/p,2026-05-05 09:12:23
FarmaPonte,Oleo Mineral 100 Ml Uniao Quimica,União Química,7896006277408,21.04,16.4,16.4,16.07,22.05,https://www.farmaponte.com.br/oleo-mineral-100ml-uniao/p,2026-05-05 09:12:23
FarmaPonte,Nitrofurantoina 100mg Teuto 28 Cápsulas,Teuto,7896112166221,10.47,10.47,10.47,9.74,0.0,https://www.farmaponte.com.br/nitrofurantoina-100mg-28cap-teu/p,2026-05-05 09:12:23
FarmaPonte,Fibra Alimentar Fibermais Sem Sabor 50G,FiberMais,7891000058466,59.9,53.91,53.91,52.83,10.0,https://www.farmaponte.com.br/fibermais-ssabor-sache-c10-5gr/p,2026-05-05 09:12:23
FarmaPonte,Velija 30mg frasco 60 cápsulas liberação retardada,Libbs,7896094209602,147.04,105.0,105.0,102.9,28.59,https://www.farmaponte.com.br/velija-30mg-60cpr/p,2026-05-05 09:12:23
FarmaPonte,"Venlift OD 37,5mg 30 Cápsulas",Torrent,8903855061993,57.0,46.74,46.74,45.81,18.0,https://www.farmaponte.com.br/venlift-od-375mg-30cpr/p,2026-05-05 09:12:23
FarmaPonte,Quetiapina XR 50mg 30 Comprimidos - Eurofarma,Eurofarma,7891317134303,278.19,130.75,130.76,128.14,53.0,https://www.farmaponte.com.br/fumarato-quetiapina-50-30cp-eur/p,2026-05-05 09:12:23
FarmaPonte,"Ceci 1Mg + 2Mg, Caixa Com 28 Comprimidos Revestidos",Libbs,7896094210424,107.28,94.4,94.4,92.51,12.01,https://www.farmaponte.com.br/ceci-1mg-2mg-caixa-com-28-comprimidos-revestidos/p,2026-05-05 09:12:24
FarmaPonte,"Dicloridrato de Pramipexol 0,25mg 30 comprimidos Prati Donaduzzi Genérico",Prati-Donaduzzi,7899547514193,53.45,22.45,22.45,22.0,58.0,https://www.farmaponte.com.br/pramipexol-025mg-30cpr-prati/p,2026-05-05 09:12:24
FarmaPonte,"Olmesartana Medoxomila + Hidroclorotiazida 40Mg + 12,5Mg Ems, Caixa Com 30 Comprimidos Revestidos",,7896004750347,71.44,47.86,47.86,46.9,33.01,https://www.farmaponte.com.br/olmesartana-medoxomila-hidroclorotiazida-40mg-125mg-ems-caixa-com-30-comprimidos-revestidos/p,2026-05-05 09:12:24
FarmaPonte,Coristina D Pro Com 16 Comprimidos,,7891142982100,44.48,43.58,43.58,42.71,2.02,https://www.farmaponte.com.br/coristina-d-pro-com-16-comprimidos/p,2026-05-05 09:12:24
FarmaPonte,Telmisartana 80mg Althaia com 30 Comprimidos,Althaia,7898569762858,108.63,72.78,72.78,71.32,33.0,https://www.farmaponte.com.br/telmisartana-80mg-althaia-caixa-com-30-comprimidos/p,2026-05-05 09:12:24
FarmaPonte,Rinosoro Alto Volume com 30 Sachês,,7896094925885,83.49,67.94,67.94,66.58,18.62,https://www.farmaponte.com.br/rinosoro-30-saches/p,2026-05-05 09:12:24
FarmaPonte,"Rivaroxabana Neo Química 20mg, caixa com 30 comprimidos Neo Química",Neo Química,7896714290843,212.0,57.24,57.24,14.31,73.0,https://www.farmaponte.com.br/rivaroxabana-20mg-neo-quimica-caixa-com-30-comprimidos-revestidos/p,2026-05-05 09:12:24
FarmaPonte,Apixabana 5mg 60 comprimidos Sandoz,,7897595634795,183.77,132.31,132.32,80.71,28.0,https://www.farmaponte.com.br/apixabana-5mg-60-comprimidos-sandoz/p,2026-05-05 09:12:24
FarmaPonte,Beneflora 5BI 4G Sch X 6 Bio,,7896112408611,56.33,20.0,20.0,19.6,64.49,https://www.farmaponte.com.br/beneflora-5bi-4g-sch-x-6-bio/p,2026-05-05 09:12:24
FarmaPonte,"Furosemida Comprimido Teuto 40Mg, Caixa Com 30 Comprimidos",,7896112107439,17.79,7.1,7.1,5.04,60.09,https://www.farmaponte.com.br/furosemida-comprimido-teuto-40mg-caixa-com-30-comprimidos/p,2026-05-05 09:12:24
FarmaPonte,Flavonid 450mg + 50mg 60 Comprimidos Revestidos,Neo Química,7896714275130,187.97,94.68,94.68,92.79,49.63,https://www.farmaponte.com.br/flavonid-450mg-50mg-caixa-com-60-comprimidos-revestidos/p,2026-05-05 09:12:24
FarmaPonte,"Sulfato De Neomicina + Bacitracina Zincica Medley 5Mg G + 250Ui G, Caixa Com 1 Bisnaga Com 50G De Pomada De Uso Dermatologico",,7896422504478,31.93,31.93,31.93,31.29,0.0,https://www.farmaponte.com.br/sulfato-de-neomicina-bacitracina-zincica-medley-5mgg-250uig-caixa-com-1-bisnaga-com-50g-de-pomada-de-uso-dermatologico/p,2026-05-05 09:12:24
FarmaPonte,Deltalab Loção 100mL,,7896472500253,23.95,19.16,19.16,18.78,20.0,https://www.farmaponte.com.br/deltalab-locao-100ml/p,2026-05-05 09:12:24
FarmaPonte,Polinize Florais Sensação de Tensão e Stress Florais de Bach com 30mL,Polinize Florais,7898606971113,43.89,43.89,43.89,43.01,0.0,https://www.farmaponte.com.br/florais-bach-tensao-stress-30ml/p,2026-05-05 09:12:24
FarmaPonte,Advil Mulher 400Mg Com 2 Comprimidos,GSK,7896009498466,6.65,6.65,6.65,6.52,0.0,https://www.farmaponte.com.br/advil-mulher-400mg-com-2-comprimidos/p,2026-05-05 09:12:24
FarmaPonte,Daflon 500Mg 30Cpr Rev,Servier,7898029551770,138.38,114.86,114.86,112.56,17.0,https://www.farmaponte.com.br/daflon-500mg-30cpr-rev/p,2026-05-05 09:12:25
FarmaPonte,Ebatz 4mg com 30 Comprimidos Libbs,Libbs,7896094209206,177.81,152.92,152.91,149.86,14.0,https://www.farmaponte.com.br/ebatz-4mg-caixa-com-30-comprimidos-revestidos/p,2026-05-05 09:12:25
FarmaPonte,Atentah Cloridrato de Atomoxetina 10mg 30 Cápsulas,,7896637033947,34.41,29.59,29.59,29.0,14.01,https://www.farmaponte.com.br/atentah-cloridrato-de-atomoxetina-10mg-30-capsulas/p,2026-05-05 09:12:25
FarmaPonte,Toragesic 10Mg 30 Comprimidos,,7894916516440,54.38,46.22,46.22,45.3,15.01,https://www.farmaponte.com.br/toragesic-10mg-com-30-comprimidos-sublinguais/p,2026-05-05 09:12:25
FarmaPonte,"Aradois 25Mg, Caixa Com 60 Comprimidos Revestidos",Biolab,7896241241462,101.9,85.6,85.6,83.89,16.0,https://www.farmaponte.com.br/aradois-25mg-caixa-com-60-comprimidos-revestidos/p,2026-05-05 09:12:25
FarmaPonte,"Mylus 0,075Mg, Caixa Com 28 Comprimidos Revestidos",União Química,7896006231134,51.17,46.56,46.56,45.63,9.01,https://www.farmaponte.com.br/mylus-0075mg-caixa-com-28-comprimidos-revestidos/p,2026-05-05 09:12:25
FarmaPonte,"Histamin Creme 10Mg G, Caixa Com 1 Bisnaga Com 30G De Creme De Uso Dermatologico",Neo Química,7896714226033,24.55,17.61,17.61,17.26,28.27,https://www.farmaponte.com.br/histamin-creme-10mgg-caixa-com-1-bisnaga-com-30g-de-creme-de-uso-dermatologico/p,2026-05-05 09:12:25
FarmaPonte,"Bebida Engov After Citrus, 250Ml",,7896094919693,12.3,12.3,12.3,11.56,0.0,https://www.farmaponte.com.br/bebida-engov-after-citrus-250ml/p,2026-05-05 09:12:25
FarmaPonte,"Euthyrox 125Mcg, Caixa Com 50 Comprimidos",Merck,7891721014086,57.54,43.73,43.73,42.86,24.0,https://www.farmaponte.com.br/euthyrox-125mcg-caixa-com-50-comprimidos/p,2026-05-05 09:12:25
FarmaPonte,Foldan Pom 45Gr,União Química,7896006298625,43.76,43.76,43.76,42.88,0.0,https://www.farmaponte.com.br/foldan-50mgg-caixa-com-1-bisnaga-com-45g-de-pomada-de-uso-dermatologico/p,2026-05-05 09:12:25
FarmaPonte,"Meloxicam Ems 15Mg, Caixa Com 10 Comprimidos Lv2",EMS,7896004710679,42.28,28.33,28.33,6.52,32.99,https://www.farmaponte.com.br/meloxicam-ems-15mg-caixa-com-10-comprimidos/p,2026-05-05 09:12:25
FarmaPonte,Maleato de Enalapril 20mg Genérico Cimed 30 Comprimidos,Germed Pharma,7896004710365,36.01,14.4,14.4,4.61,60.01,https://www.farmaponte.com.br/maleato-de-enalapril-germed-pharma-20mg-caixa-com-30-comprimidos/p,2026-05-05 09:12:25
FarmaPonte,Crevagin Creme Vaginal 40 Gramas 7 Aplicadores,Eurofarma,7891317136468,54.7,49.78,49.78,48.78,8.99,https://www.farmaponte.com.br/crevagin-cre-vag-40gr-7aplic/p,2026-05-05 09:12:25
FarmaPonte,"Libiam 1,25Mg, Caixa Com 28 Comprimidos Revestidos",Libbs,7896094201378,70.54,60.66,60.66,59.45,14.01,https://www.farmaponte.com.br/libiam-125mg-caixa-com-28-comprimidos-revestidos/p,2026-05-05 09:12:25
FarmaPonte,"Domperidona Nova Quimica 10Mg, Caixa Com 60 Comprimidos",Nova Química,7895296048057,44.6,29.88,29.88,29.28,33.0,https://www.farmaponte.com.br/domperidona-nova-quimica-10mg-caixa-com-60-comprimidos/p,2026-05-05 09:12:25
FarmaPonte,"Bissulfato De Clopidogrel Nova Quimica 75Mg, Caixa Com 28 Comprimidos Revestidos",Nova Química,7895296365017,90.01,46.81,46.81,20.13,47.99,https://www.farmaponte.com.br/bissulfato-de-clopidogrel-nova-quimica-75mg-caixa-com-28-comprimidos-revestidos/p,2026-05-05 09:12:25
FarmaPonte,Magnesia Bisurada 40 Pastilhas,Aspen Pharma,7895858017439,55.99,55.99,55.99,54.87,0.0,https://www.farmaponte.com.br/magnesia-bisurada-40past/p,2026-05-05 09:12:25
FarmaPonte,"Benalet 5Mg + 50Mg + 10Mg, Caixa Com 12 Pastilhas, Sabor Menta",Janssen-Cilag,7891010256470,45.4,45.35,45.35,44.44,0.11,https://www.farmaponte.com.br/benalet-5mg-50mg-10mg-caixa-com-12-pastilhas-sabor-menta/p,2026-05-05 09:12:25
FarmaPonte,"Dicloridrato De Levocetirizina Eurofarma 5Mg, Caixa Com 10 Comprimidos Revestidos",Eurofarma,7891317457266,47.32,36.44,36.44,35.71,22.99,https://www.farmaponte.com.br/dicloridrato-de-levocetirizina-eurofarma-5mg-caixa-com-10-comprimidos-revestidos/p,2026-05-05 09:12:25
FarmaPonte,Succinato de Metoprolol 50mg 30 comprimidos Neo Química Genérico,Accord Farma,7898947385730,53.98,36.17,36.17,35.45,32.99,https://www.farmaponte.com.br/succinato-de-metoprolol-accord-farma-50mg-caixa-contendo-30-comprimidos-revestidos-de-liberacao-prolongada/p,2026-05-05 09:12:25
FarmaPonte,"Triancinolona Acetonida Eurofarma 1Mg G, Caixa Com 1 Bisnaga Com 10G De Pomada De Uso Bucal",Eurofarma,7891317465643,16.33,14.21,14.21,13.93,12.98,https://www.farmaponte.com.br/triancinolona-acetonida-eurofarma-1mgg-caixa-com-1-bisnaga-com-10g-de-pomada-de-uso-bucal/p,2026-05-05 09:12:25
FarmaPonte,Acheflan 5mg ml 75ml Aerossol Aché,Aché,7896658006920,92.29,79.0,79.0,77.42,14.4,https://www.farmaponte.com.br/acheflan-5mgg-caixa-contendo-1-frasco-aerossol-com-75ml54g-de-solucao-de-uso-dermatologico/p,2026-05-05 09:12:25
FarmaPonte,"Icacort 1Mg G + 10Mg G, Caixa Com 1 Bisnaga Com 30G De Creme De Uso Dermatologico",Leo Pharma,5702191025644,45.41,40.87,40.87,40.05,10.0,https://www.farmaponte.com.br/icacort-1mgg-10mgg-caixa-com-1-bisnaga-com-30g-de-creme-de-uso-dermatologico/p,2026-05-05 09:12:26
FarmaPonte,Siblima 0015 + 60mg caixa com 24 comprimidos revestidos,Libbs,7896094201453,48.2,42.9,42.9,42.04,11.0,https://www.farmaponte.com.br/siblima-0015-0060mg-caixa-com-24-comprimidos-revestidos/p,2026-05-05 09:12:26
FarmaPonte,"Elani Ciclo 3mg+0,03mg 63 Comprimidos Revestidos",Libbs,7896094203051,182.69,142.5,142.5,139.65,22.0,https://www.farmaponte.com.br/elani-ciclo-3mg-003mg-caixa-com-3-blisteres-com-21-comprimidos-revestidos/p,2026-05-05 09:12:26
FarmaPonte,"Rinosoro Jet 0,9  Solução Nasal 100mL",Cosmed,7896094917385,52.53,52.28,52.28,51.23,0.48,https://www.farmaponte.com.br/rinosoro-jet-9mgml-frasco-spray-com-100ml-de-solucao-de-uso-nasal-infantil/p,2026-05-05 09:12:26
FarmaPonte,Magnazia Sabor Lima Limão 240ml,1Farma,7898075311854,35.43,20.18,20.18,19.78,43.04,https://www.farmaponte.com.br/magnazia-240ml/p,2026-05-05 09:12:26
FarmaPonte,"Amoxicilina 250mg + Clavulanato de Potássio 62,5mg EMS Frasco 75ml",EMS,7896004703428,77.0,51.59,51.59,50.56,33.0,https://www.farmaponte.com.br/amoxicilinaclav-250mg-sus-ems/p,2026-05-05 09:12:26
FarmaPonte,Risedronato Sodico 150 Mg 1 Comprimidos Alth,Althaia,7898569763916,77.82,52.14,52.14,51.1,33.0,https://www.farmaponte.com.br/risedronato-sodico-150mg-1cpr-alth/p,2026-05-05 09:12:26
FarmaPonte,Ginkgo Catarinense Ginkgo Biloba 80mg 30 comprimidos,Catarinense Pharma,7896023743009,25.61,22.0,22.0,20.02,14.1,https://www.farmaponte.com.br/ginkgo-biloba-30cpr-catar/p,2026-05-05 09:12:26
FarmaPonte,Orlistate 120Mg 21Cap Prat,Prati-Donaduzzi,7899547500219,92.63,48.17,48.17,47.21,48.0,https://www.farmaponte.com.br/orlistate-120mg-21cap-prat/p,2026-05-05 09:12:26
FarmaPonte,Diclofenaco Potássico - Medley 50mg caixa com 20 comprimidos,Medley,7896422504386,13.22,12.82,12.82,12.56,3.03,https://www.farmaponte.com.br/diclofenaco-pot-20cpr-med/p,2026-05-05 09:12:26
FarmaPonte,Azulfin Sulfasalazina 500mg 60 comprimidos,Apsen,7896637022729,144.62,125.82,125.82,123.3,13.0,https://www.farmaponte.com.br/azulfin-500mg-60cpr/p,2026-05-05 09:12:26
FarmaPonte,Frisium 10mg caixa com 20 comprimidos,Sanofi,7898216367993,24.56,20.88,20.88,20.46,14.98,https://www.farmaponte.com.br/frisium-10mg-20cpr-b1/p,2026-05-05 09:12:26
FarmaPonte,Metronidazol 250mg Neo Química 20 Comprimidos,Neo Química,7896714205809,14.67,12.76,12.76,9.19,13.02,https://www.farmaponte.com.br/metronidazol-250mg-20cpr-neo/p,2026-05-05 09:12:26
FarmaPonte,Cloridrato de Terbinafina 250mg 14 Comprimidos,,7898148301027,85.26,40.07,40.07,39.27,53.0,https://www.farmaponte.com.br/terbinafina-250mg-14cpr-prat/p,2026-05-05 09:12:26
FarmaPonte,Dexametasona 4mg 10 Comprimidos - Teuto,,7896112194576,15.76,15.29,15.29,4.89,2.98,https://www.farmaponte.com.br/dexametasona-4mg-10cp-teu/p,2026-05-05 09:12:26
FarmaPonte,Espironolactona 25mg 30 Comprimidos Eurofarma Genérico,,7896004708959,28.3,9.99,9.99,8.89,64.7,https://www.farmaponte.com.br/espironolactona-25mg-30-comprimidos-eurofarma-generico/p,2026-05-05 09:12:26
FarmaPonte,NIMESULIDA GTS EMS GEN,,7896004704043,34.36,22.33,22.33,8.93,35.01,https://www.farmaponte.com.br/nimesulida-gts-ems-gen/p,2026-05-05 09:12:27
FarmaPonte,"Linadib Duo 2,5Mg + 850Mg, Caixa Com 60 Comprimidos Revestidos",,7896004787558,147.84,133.06,133.06,130.4,10.0,https://www.farmaponte.com.br/linadib-duo-25mg-850mg-caixa-com-60-comprimidos-revestidos/p,2026-05-05 09:12:27
FarmaPonte,SILDENAFILA 100MG 4CPR SDZ,,7897595618658,142.3,56.92,56.92,55.78,60.0,https://www.farmaponte.com.br/sildenafila-100mg-4cpr-sdz/p,2026-05-05 09:12:27
FarmaPonte,Atentah Cloridrato de Atomoxetina 25mg 30 Cápsulas,,7896637033961,86.01,72.25,72.25,70.81,16.0,https://www.farmaponte.com.br/atentah-cloridrato-de-atomoxetina-25mg-30-capsulas/p,2026-05-05 09:12:27
FarmaPonte,Lactulose 667Mg Ml Com 120 Miligramas Biolab,,7896112406631,28.04,23.36,23.36,22.89,16.69,https://www.farmaponte.com.br/lactulose-667mg-ml-com-120-miligramas-biolab/p,2026-05-05 09:12:27
FarmaPonte,Vonau Flash 8 Mg 10 Comprimidos,Biolab,7896241296400,97.38,77.9,77.9,76.34,20.0,https://www.farmaponte.com.br/vonau-flash-8mg-10cpr/p,2026-05-05 09:12:27
FarmaPonte,"Lisador Dip 500Mg Ml, Frasco Com 20Ml De Solucao De Uso Oral",Cosmed,7896094919396,29.69,28.57,28.57,28.0,3.77,https://www.farmaponte.com.br/lisador-dip-500mgml-frasco-com-20ml-de-solucao-de-uso-oral/p,2026-05-05 09:12:27
FarmaPonte,Spray para Garganta Flogoral Sabor Menta 30mL,Aché,7896658005305,42.79,38.9,38.9,38.12,9.09,https://www.farmaponte.com.br/flogoral-15mgml-caixa-contendo-1-frasco-spray-com-30ml-de-colutorio-sabor-menta/p,2026-05-05 09:12:27
FarmaPonte,"Rinosoro Spray 0,9  50ml",Cosmed,7897322704593,36.19,32.73,32.73,32.08,9.56,https://www.farmaponte.com.br/rinosoro-sic-9mgml-frasco-com-50ml-de-solucao-de-uso-nasal/p,2026-05-05 09:12:27
FarmaPonte,Novacort 20 + 05 + 25mg pomada dermatológica bisnaga com 30g,Aché,7896658000577,49.63,43.18,43.18,42.32,13.0,https://www.farmaponte.com.br/novacort-pom-30gr/p,2026-05-05 09:12:27
FarmaPonte,Biomag 15mg - 60 cápsulas,Aché,7896658031892,118.48,99.52,99.52,97.53,16.0,https://www.farmaponte.com.br/biomag-15mg-60cap/p,2026-05-05 09:12:27
FarmaPonte,Diclofenaco Colestiramina - Medley 70mg caixa com 20 cápsulas,Medley,7896422507271,39.7,32.55,32.55,31.9,18.01,https://www.farmaponte.com.br/diclo-colestiramina-70-20-l3-med/p,2026-05-05 09:12:27
FarmaPonte,Flagass Simeticona 75mg ml Gotas 10mL,Aché,7896658033094,28.9,25.6,25.6,25.09,11.42,https://www.farmaponte.com.br/flagass-75mgml-caixa-com-1-frasco-gotejador-com-10ml-de-emulsao-oral/p,2026-05-05 09:12:27
FarmaPonte,"Euthyrox 25Mcg, Caixa Com 50 Comprimidos",Merck,7891721014642,39.38,29.93,29.93,29.33,24.0,https://www.farmaponte.com.br/euthyrox-25mcg-caixa-com-50-comprimidos/p,2026-05-05 09:12:27
FarmaPonte,Bravan Duo 160mg + 5mg comprimidos,,7896658024955,72.41,65.17,65.17,63.87,10.0,https://www.farmaponte.com.br/bravan-duo-160mg-5mg-com-30-comprimidos-revestidos/p,2026-05-05 09:12:27
FarmaPonte,OSTEONUTRI 600MG+400UI 60CP,,7896422524452,203.52,173.66,173.67,170.19,14.67,https://www.farmaponte.com.br/osteonutri-600mg400ui-60cp/p,2026-05-05 09:12:27
FarmaPonte,Drusolol 5mL Solução Genom,União Química,7896006230052,107.56,92.5,92.5,90.65,14.0,https://www.farmaponte.com.br/drusolol-20mgml-5mgml-caixa-com-1-frasco-gotejador-com-5ml-de-solucao-de-uso-oftalmico/p,2026-05-05 09:12:27
FarmaPonte,Gino- Canesten 20mg  2   Creme Com 20g + 3 Aplicadores,Bayer,7891106003230,99.99,99.99,99.99,97.99,0.0,https://www.farmaponte.com.br/gino-canesten-20mgg-caixa-com-1-bisnaga-com-20g-de-creme-de-uso-ginecologico-3-aplicadores/p,2026-05-05 09:12:27
FarmaPonte,Uniprazol Omeprazol 20mg 56 cápsulas,União Química,7896006290285,46.55,18.9,18.9,18.52,59.4,https://www.farmaponte.com.br/uniprazol-20mg-56cap/p,2026-05-05 09:12:27
FarmaPonte,Floral Thérapi Kids Sonequita - 30Ml,,,39.9,39.9,39.9,39.1,0.0,https://www.farmaponte.com.br/floral-therapi-kids-sonequita-30ml/p,2026-05-05 09:12:28
FarmaPonte,BALSAMO BENGUE AERO 120GR,,7896004754130,76.49,65.9,65.9,64.58,13.84,https://www.farmaponte.com.br/balsamo-bengue-aero-120gr/p,2026-05-05 09:12:28
FarmaPonte,"Amora 2Mg+0,03Mg Com 63 Comprimidos",,7891317004057,138.34,123.12,123.12,120.66,11.0,https://www.farmaponte.com.br/amora-2mg003mg-com-63-comprimidos/p,2026-05-05 09:12:28
FarmaPonte,Prednisolona 3mg com 120mL Aché Biosintética Genérico,Biosintética - Aché,7896181914303,38.81,33.76,33.76,33.08,13.01,https://www.farmaponte.com.br/fosfato-sodico-de-prednisolona-biosintetica-3mgml-caixa-com-1-frasco-com-120ml-de-solucao-de-uso-oral-1-pipeta-dosadora/p,2026-05-05 09:12:28
FarmaPonte,"Budesonida Ems 64Mcg Acionamento, Caixa Com 1 Frasco Com 120 Doses De Suspensao De Uso Nasal",EMS,7896004758275,35.59,34.52,34.52,30.03,3.01,https://www.farmaponte.com.br/budesonida-ems-64mcgacionamento-caixa-com-1-frasco-com-120-doses-de-suspensao-de-uso-nasal/p,2026-05-05 09:12:28
FarmaPonte,Etna 25mg + 15mg + 1mg com 20 cápsulas,Gross,7892828001337,66.58,61.25,61.25,60.03,8.01,https://www.farmaponte.com.br/etna-20caps/p,2026-05-05 09:12:28
FarmaPonte,"Cloridrato De Metformina Prati-Donaduzzi 850Mg, Caixa Com 30 Comprimidos Revestidos",Prati-Donaduzzi,7898148291298,7.98,6.22,6.22,6.1,22.06,https://www.farmaponte.com.br/cloridrato-de-metformina-prati-donaduzzi-850mg-caixa-com-30-comprimidos-revestidos/p,2026-05-05 09:12:28
FarmaPonte,Cetoconazol 200mg 10 comprimidos Cimed Genérico,Cimed,7896523210728,34.42,24.78,24.78,24.28,28.01,https://www.farmaponte.com.br/cetoconazol-comprimido-cimed-200mg-caixa-com-10-comprimidos/p,2026-05-05 09:12:28
FarmaPonte,"Neovlar 0,25Mg + 0,05Mg, Caixa Com 21 Drageas",União Química,7896006201687,9.97,9.17,9.17,8.99,8.02,https://www.farmaponte.com.br/neovlar-025mg-005mg-caixa-com-21-drageas/p,2026-05-05 09:12:28
FarmaPonte,Montelucaste de Sódio 5mg com 30 Comprimidos Mastigaveis Aché Biosintética Genérico,Biosintética - Aché,7896181926788,75.41,50.52,50.52,33.85,33.01,https://www.farmaponte.com.br/montelucaste-de-sodio-comprimido-biosintetica-5mg-caixa-com-30-comprimidos-mastigaveis/p,2026-05-05 09:12:28
FarmaPonte,"Somalgin Cardio 81Mg + 24,3Mg + 12,15Mg, Caixa Com 60 Comprimidos Revestidos De Dupla Camada",EMS Sigma Pharma,7894916512107,32.62,29.03,29.03,28.45,11.01,https://www.farmaponte.com.br/somalgin-cardio-81mg-243mg-1215mg-caixa-com-60-comprimidos-revestidos-de-dupla-camada/p,2026-05-05 09:12:28
FarmaPonte,"Cloridrato De Naratriptana Nova Quimica 2,5Mg, Caixa Com 4 Comprimidos Revestidos",Nova Química,7895296449816,17.41,16.02,16.02,15.7,7.98,https://www.farmaponte.com.br/cloridrato-de-naratriptana-nova-quimica-25mg-caixa-com-4-comprimidos-revestidos/p,2026-05-05 09:12:28
FarmaPonte,"Cloridrato De Metoclopramida Gotas Teuto 4Mg Ml, Caixa Com 1 Frasco Gotejador Com 10Ml De Solucao De Uso Oral",Teuto,7896112144816,7.24,7.02,7.02,3.51,3.04,https://www.farmaponte.com.br/cloridrato-de-metoclopramida-gotas-teuto-4mgml-caixa-com-1-frasco-gotejador-com-10ml-de-solucao-de-uso-oral/p,2026-05-05 09:12:28
FarmaPonte,"Maxsulid 400Mg, Caixa Com 10 Comprimidos",Cosmed,7897322701738,53.45,48.11,48.11,47.15,9.99,https://www.farmaponte.com.br/maxsulid-400mg-caixa-com-10-comprimidos/p,2026-05-05 09:12:28
FarmaPonte,"Prednisona Neo Quimica 20mg, Caixa Com 20 Comprimidos",Neo Química,7896714212098,49.7,33.3,33.3,11.66,33.0,https://www.farmaponte.com.br/prednisona-neo-quimica-20mg-caixa-com-20-comprimidos/p,2026-05-05 09:12:28
FarmaPonte,"Polaramine 0,4Mg Ml, Caixa Com 1 Frasco Com 120Ml De Solucao De Uso Oral + Copo Medidor",Cosmed,7891142171757,39.98,39.63,39.63,38.84,0.88,https://www.farmaponte.com.br/polaramine-04mgml-caixa-com-1-frasco-com-120ml-de-solucao-de-uso-oral-copo-medidor/p,2026-05-05 09:12:28
FarmaPonte,"Prednisona Neo Quimica 20Mg, Caixa Com 10 Comprimidos",Neo Química,7896714212104,27.07,22.2,22.2,6.88,17.99,https://www.farmaponte.com.br/prednisona-neo-quimica-20mg-caixa-com-10-comprimidos/p,2026-05-05 09:12:28
FarmaPonte,"Rosuvastatina Calcica Sanofi Medley 10Mg, Caixa Com 30 Comprimidos Revestidos",Medley,7896422528580,60.79,7.0,7.0,1.68,88.48,https://www.farmaponte.com.br/rosuvastatina-calcica-sanofi-medley-10mg-caixa-com-30-comprimidos-revestidos/p,2026-05-05 09:12:28
FarmaPonte,"Vodol 20Mg G, Caixa Com 1 Bisnaga Com 28G De Creme De Uso Dermatologico",União Química,7896006298526,33.23,33.23,33.23,32.57,0.0,https://www.farmaponte.com.br/vodol-20mgg-caixa-com-1-bisnaga-com-28g-de-creme-de-uso-dermatologico/p,2026-05-05 09:12:29
FarmaPonte,"Colchis 0,5Mg, Caixa Com 30 Comprimidos",Apsen,7896637024358,87.57,40.84,40.84,40.02,53.36,https://www.farmaponte.com.br/colchis-05mg-caixa-com-30-comprimidos/p,2026-05-05 09:12:29
