farmacia,nome,marca,ean_gtin,preco_de,preco_por,preco_cartao,preco_pix,desconto_pct,url,data_coleta
FarmaPonte,Wegovy 1mg Semaglutida Com 4 Doses Injetáveis,,7897705203095,1314.38,1314.38,1314.39,1288.09,0.0,https://www.farmaponte.com.br/wegovy-1mg-semaglutida-com-4-doses-injetaveis/p,2026-05-05 09:14:17
FarmaPonte,Tenoxicam 20mg Neo Química 10 Comprimidos,,7896714223971,57.39,41.32,41.32,40.49,28.0,https://www.farmaponte.com.br/tenoxicam-20mg-neo-quimica-10-comprimidos/p,2026-05-05 09:14:17
FarmaPonte,Metronidazol 100mg g Gel 55g Neo Química,,7896714202693,42.32,30.47,30.47,29.86,28.0,https://www.farmaponte.com.br/metronidazol-gel-vag-neo/p,2026-05-05 09:14:17
FarmaPonte,Fluxon 75mg 30 Comprimidos,Neo Química,7896714203492,21.25,21.25,21.25,20.83,0.0,https://www.farmaponte.com.br/fluxon-75mg-30cpr/p,2026-05-05 09:14:17
FarmaPonte,Probiótico 2bi Tamarine Germina Uso Oral 10 Frascos de 5mL Cada,,7896094929814,44.33,43.5,43.5,42.63,1.87,https://www.farmaponte.com.br/probiotico-2bi-tamarine-germina-uso-oral-10-frascos-de-5ml-cada/p,2026-05-05 09:14:17
FarmaPonte,Tormiv ODG 10mg Aché Sabor Frutas 20 Sachês Granulado Orodispersíveis,,7896658040887,47.07,40.48,40.48,39.67,14.0,https://www.farmaponte.com.br/tormiv-odg-10mg-ache-sabor-frutas-20-saches-granulado-orodispersiveis/p,2026-05-05 09:14:17
FarmaPonte,"Symbicort 6Mcg Dose + 200Mcg Dose, Caixa Com 1 Tubo Com 60 Doses De Po De Uso Inalatorio + 1 Valvula Dosadora",Astrazeneca,7896206407896,211.87,201.28,201.27,167.06,5.0,https://www.farmaponte.com.br/symbicort-6mcgdose-100mcgdose-caixa-com-1-tubo-com-60-doses-de-po-de-uso-inalatorio-1-valvula-dosadora/p,2026-05-05 09:14:17
FarmaPonte,Risperidona 1mg Supera RX Solução Oral Frasco 60ml,Laboratório Cristália,7896676436143,149.18,125.31,125.32,122.8,16.0,https://www.farmaponte.com.br/risperidon-sol-oral-60ml/p,2026-05-05 09:14:18
FarmaPonte,LISADOR 1X4CPR  X25,,7897322706320,13.14,12.09,12.09,11.85,7.99,https://www.farmaponte.com.br/lisador-1x4cpr-x25/p,2026-05-05 09:14:18
FarmaPonte,Mesilato de Doxazosina 4mg Com 30 Comprimidos - Sandoz - Genérico,,7897595639752,96.81,69.7,69.7,68.31,28.0,https://www.farmaponte.com.br/mesilato-de-doxazosina-4mg-com-30-comprimidos-sandoz-generico/p,2026-05-05 09:14:18
FarmaPonte,Espran 10 mg com rev ct bl al al x 60,Torrent,8903855072333,120.42,93.93,93.93,92.05,22.0,https://www.farmaponte.com.br/espran-10mg-60cpr/p,2026-05-05 09:14:18
FarmaPonte,Paracetamol 500mg + Fosfato de Codeína 30mg EMS 24 Comprimidos,EMS,7896004756424,57.47,38.5,38.5,26.95,33.01,https://www.farmaponte.com.br/codeina-30mg-paracetamol-24cpr-ems/p,2026-05-05 09:14:18
FarmaPonte,"Doril Enxaqueca 250Mg + 250Mg + 65Mg, Caixa Com 8 Comprimidos Revestidos",,7896094920910,20.48,19.07,19.07,18.69,6.88,https://www.farmaponte.com.br/doril-enxaqueca-250mg-250mg-65mg-caixa-com-8-comprimidos-revestidos/p,2026-05-05 09:14:18
FarmaPonte,Azitromicina 500mg Genérico Sandoz,Sandoz,7897595620552,44.09,29.54,29.54,15.36,33.0,https://www.farmaponte.com.br/azitromicina-500mg-5cpr-sdz/p,2026-05-05 09:14:18
FarmaPonte,Engov After Berry Vibes 250ml,,7896094921351,12.3,12.3,12.3,12.05,0.0,https://www.farmaponte.com.br/engov-after-berry-vibes-250ml/p,2026-05-05 09:14:18
FarmaPonte,Fusor 10mg 30 comprimidos,,7896658039232,58.68,50.46,50.46,49.45,14.01,https://www.farmaponte.com.br/fusor-10mg-30-comprimidos/p,2026-05-05 09:14:18
FarmaPonte,Lidexor Dimesilato de Lisdexanfetamina 30mg 30 Cápsulas,,7896004822563,297.86,244.25,244.26,239.37,18.0,https://www.farmaponte.com.br/lidexor-dimesilato-de-lisdexanfetamina-30mg-30-capsulas/p,2026-05-05 09:14:18
FarmaPonte,"Glimepirida 1Farma 20Mg, Com 30 Comprimidos",1Farma,7898075315746,29.71,19.91,19.91,7.57,32.99,https://www.farmaponte.com.br/glimepirida-1farma-20mg-com-30-comprimidos/p,2026-05-05 09:14:18
FarmaPonte,"Hemifumarato De Bisoprolol Medley 2,5Mg, Caixa Com 30 Comprimidos Revestidos",Medley,7896422522663,50.71,46.65,46.65,45.72,8.01,https://www.farmaponte.com.br/hemifumarato-de-bisoprolol-medley-25mg-caixa-com-30-comprimidos-revestidos/p,2026-05-05 09:14:18
FarmaPonte,"Trelegy 100Mcg + 62,5Mcg + 25Mcg, Caixa Com 30 Doses De Po Para Inalacao De Uso Oral + Dispositivo Inalatorio",GSK,7896015591212,445.69,423.41,423.42,414.94,5.0,https://www.farmaponte.com.br/trelegy-100mcg-625mcg-25mcg-caixa-com-30-doses-de-po-para-inalacao-de-uso-oral-dispositivo-inalatorio/p,2026-05-05 09:14:18
FarmaPonte,"Miosan Caf 5Mg + 30Mg, Caixa Com 15 Comprimidos Revestidos",Apsen,7896637025096,32.02,26.26,26.26,25.73,17.99,https://www.farmaponte.com.br/miosan-caf-5mg-30mg-caixa-com-15-comprimidos-revestidos/p,2026-05-05 09:14:18
FarmaPonte,"Dicloridrato De Betaistina Eurofarma 16Mg, Caixa Com 30 Comprimidos",Eurofarma,7891317478766,29.51,27.15,27.15,17.1,8.0,https://www.farmaponte.com.br/dicloridrato-de-betaistina-eurofarma-16mg-caixa-com-30-comprimidos/p,2026-05-05 09:14:18
FarmaPonte,Mestinon 60 Mg 60 Comprimidos,Cellera Farma,7893454101569,57.4,50.51,50.51,49.5,12.0,https://www.farmaponte.com.br/mestinon-60mg-60cpr/p,2026-05-05 09:14:18
FarmaPonte,"Desloratadina 0,5mg mL Xarope 100mL",Biosintética - Aché,7896181922667,72.29,54.22,54.22,53.14,25.0,https://www.farmaponte.com.br/desloratadina-biosintetica-05mgml-caixa-com-1-frasco-com-100ml-de-xarope-1-seringa-dosadora/p,2026-05-05 09:14:18
FarmaPonte,"Besilato De Anlodipino Vitamedic 5Mg, Caixa Com 30 Comprimidos",Vitamedic,7898049796267,27.26,6.99,6.99,6.85,74.36,https://www.farmaponte.com.br/besilato-de-anlodipino-vitamedic-5mg-caixa-com-30-comprimidos/p,2026-05-05 09:14:18
FarmaPonte,Cloridrato de Ciclobenzaprina 5mg com 30 Comprimidos Revestidos Aché Biosintética Genérico,Biosintética - Aché,7896181901198,36.6,28.18,28.18,9.02,23.01,https://www.farmaponte.com.br/cloridrato-de-ciclobenzaprina-biosintetica-5mg-caixa-com-30-comprimidos-revestidos/p,2026-05-05 09:14:18
FarmaPonte,"Seretide Diskus 50Mcg + 250Mcg, Caixa Com 1 Frasco Com 60 Doses De Po Para Inalacao De Uso Oral",GSK,7896269901720,195.83,186.04,186.03,182.32,5.0,https://www.farmaponte.com.br/seretide-diskus-50mcg-250mcg-caixa-com-1-frasco-com-60-doses-de-po-para-inalacao-de-uso-oral/p,2026-05-05 09:14:19
FarmaPonte,Hidrion 40 + 100mg com 30 comprimidos,Gross,7892828001375,43.66,38.86,38.86,38.08,10.99,https://www.farmaponte.com.br/hidrion-30cpr/p,2026-05-05 09:14:19
FarmaPonte,Ibandronato de Sódio 150mg 1 comprimido Biolab Genérico,Biolab Genéricos,7898146826614,95.13,49.47,49.47,48.48,48.0,https://www.farmaponte.com.br/ibandronato-de-sodio-biolab-genericos-150mg-caixa-com-1-comprimido/p,2026-05-05 09:14:19
FarmaPonte,Aceclofenaco 100mg EMS com 12 comprimidos,Multilab,7895296118064,48.95,35.24,35.24,10.92,28.01,https://www.farmaponte.com.br/aceclofenaco-nova-quimica-100mg-caixa-com-12-comprimidos-revestidos/p,2026-05-05 09:14:19
FarmaPonte,Janumet 50 1000mg com 56 Comprimidos,Merck Sharp & Dohme,7897337708203,346.79,329.45,329.46,322.86,5.0,https://www.farmaponte.com.br/janumet-50mg-1000mg-caixa-com-56-comprimidos-revestidos/p,2026-05-05 09:14:19
FarmaPonte,Busonid 100mcg Spray com 120 doses,Aché,7896181913719,98.25,87.44,87.44,85.69,11.0,https://www.farmaponte.com.br/busonid-100mcgdose-caixa-com-1-frasco-com-6ml-de-suspensao-de-uso-nasal-120-doses/p,2026-05-05 09:14:19
FarmaPonte,Voltaren SR 75mg 20 Comprimidos,Novartis,7896261000025,65.54,60.3,60.3,59.09,8.0,https://www.farmaponte.com.br/voltaren-sr-75mg-caixa-com-20-comprimidos-de-desintegracao-lenta/p,2026-05-05 09:14:19
FarmaPonte,Pastilha Benalet Sabor Mel e Limão 12 unidades,Arese Pharma,7899824400980,81.61,71.82,71.82,70.38,12.0,https://www.farmaponte.com.br/dexador-5000mcg-20cpr/p,2026-05-05 09:14:19
FarmaPonte,Gastrol Laranja 1 Envelope X25,Neo Química,7896094918658,4.13,4.13,4.13,4.05,0.0,https://www.farmaponte.com.br/gastrol-laranja-1env-x25/p,2026-05-05 09:14:19
FarmaPonte,"Gelmax Dim 400Mg 5Ml + 400Mg 5Ml + 30Mg 5Ml, Caixa Com 1 Frasco Com 240Ml De Suspensao De Uso Oral",EMS,7896004721361,54.15,36.9,36.9,36.16,31.86,https://www.farmaponte.com.br/gelmax-dim-400mg5ml-400mg5ml-30mg5ml-caixa-com-1-frasco-com-240ml-de-suspensao-de-uso-oral/p,2026-05-05 09:14:19
FarmaPonte,Brasart Mono 320Mg 30 Comprimidos,EMS Sigma Pharma,7894916507950,74.5,65.56,65.56,64.25,12.0,https://www.farmaponte.com.br/brasart-320mg-caixa-com-30-comprimidos-revestidos/p,2026-05-05 09:14:19
FarmaPonte,"Aradois H 50Mg, Caixa Com 60 Comprimidos Revestidos",Biolab,7896112427933,158.3,129.81,129.82,127.21,18.0,https://www.farmaponte.com.br/aradois-h-50mg-125mg-caixa-com-60-comprimidos-revestidos/p,2026-05-05 09:14:19
FarmaPonte,Artrolive 400mg + 500mg com 90 cápsulas,Aché,7896658004391,362.16,344.05,344.04,337.17,5.0,https://www.farmaponte.com.br/artrolive-500mg-400mg-caixa-com-90-capsulas-gelatinosas-duras/p,2026-05-05 09:14:19
FarmaPonte,"Diamicron Mr 30Mg, Caixa Com 60 Comprimidos De Liberacao Prolongada",Servier,7898029552135,107.9,91.72,91.72,89.89,15.0,https://www.farmaponte.com.br/diamicron-mr-30mg-caixa-com-60-comprimidos-de-liberacao-prolongada/p,2026-05-05 09:14:19
FarmaPonte,"Crestor 10Mg, Caixa Com 30 Comprimidos Revestidos",Astrazeneca,7896206402372,253.75,233.45,233.46,224.11,8.0,https://www.farmaponte.com.br/crestor-10mg-caixa-com-30-comprimidos-revestidos/p,2026-05-05 09:14:19
FarmaPonte,Daonil 5mg caixa com 30 comprimidos,Sanofi,7891058212070,26.45,23.81,23.81,23.33,9.98,https://www.farmaponte.com.br/daonil-5mg-caixa-com-30-comprimidos/p,2026-05-05 09:14:19
FarmaPonte,"Xarelto 15Mg, Caixa Com 28 Comprimidos Revestidos",Bayer,7891106907019,364.28,364.28,364.29,356.99,0.0,https://www.farmaponte.com.br/xarelto-15mg-caixa-com-28-comprimidos-revestidos/p,2026-05-05 09:14:19
FarmaPonte,"Concardio 5mg, Caixa Com 30 Comprimidos Revestidos",EMS,7894916508513,86.08,77.47,77.47,75.92,10.0,https://www.farmaponte.com.br/concardio-50mg-caixa-com-30-comprimidos-revestidos/p,2026-05-05 09:14:19
FarmaPonte,Somalgin Cardio 325mg 32 Comprimidos,EMS Sigma Pharma,7896004207544,48.0,44.64,44.64,43.75,7.0,https://www.farmaponte.com.br/somalgin-cardio-325mg-1075mg-4875mg-caixa-com-32-comprimidos-revestidos/p,2026-05-05 09:14:19
FarmaPonte,Cataflam D 50mg 20 comprimidos,Novartis,7896261000445,57.88,53.25,53.25,52.19,8.0,https://www.farmaponte.com.br/cataflam-d-50mg-20cpr/p,2026-05-05 09:14:19
FarmaPonte,"Alginac 5000mcg + 100mg + 100mg + 75mg, Caixa Com 3 Ampolas Com 1mL De Solucao De Uso Intramuscular + 3 Ampolas Com 2mL De Diluente",P&G,,37.84,34.81,34.81,34.11,8.01,https://www.farmaponte.com.br/alginac-5000mcg-100mg-100mg-75mg-caixa-com-3-ampolas-com-1ml-de-solucao-de-uso-intramuscular-3-ampolas-com-2ml-de-diluente/p,2026-05-05 09:14:20
FarmaPonte,"Magmax 1200Mg 15Ml, Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Oral, Sabor Tradicional",Natulab,7899470802268,19.54,8.0,8.0,7.84,59.06,https://www.farmaponte.com.br/magmax-1200mg15ml-caixa-com-1-frasco-com-100ml-de-solucao-de-uso-oral-sabor-tradicional/p,2026-05-05 09:14:20
FarmaPonte,"Brasart HCT 160mg + 12,5mg com 30 comprimidos",EMS Sigma Pharma,7894916508353,105.45,92.8,92.8,90.94,12.0,https://www.farmaponte.com.br/brasart-hct-160mg-125mg-caixa-com-30-comprimidos-revestidos/p,2026-05-05 09:14:20
FarmaPonte,Hidralyte Água de Coco 500ml,Natulab,7898133139253,26.57,14.9,14.9,14.6,43.92,https://www.farmaponte.com.br/hidralyte-205mgml-098mgml-2275mgml-216mgml-frasco-com-500ml-de-solucao-de-uso-oral-agua-de-coco/p,2026-05-05 09:14:20
FarmaPonte,Brasart HCT 320mg + 25mg com 30 comprimidos,EMS Sigma Pharma,7894916508377,123.37,109.8,109.8,107.6,11.0,https://www.farmaponte.com.br/brasart-hct-320mg-25mg-caixa-com-30-comprimidos-revestidos/p,2026-05-05 09:14:20
FarmaPonte,Tobradex 3mg ml + 1mg ml Solução Oftálmica 5ml,Novartis,7896548112908,50.89,46.82,46.82,45.88,8.0,https://www.farmaponte.com.br/tobradex-col-5ml/p,2026-05-05 09:14:20
FarmaPonte,Maxitrol 1 + 5mg + 6mui suspensão oftálmica frasco gotejador com 5ml,Novartis,7896548111987,25.47,23.43,23.43,22.96,8.01,https://www.farmaponte.com.br/maxitrol-col-5ml/p,2026-05-05 09:14:20
FarmaPonte,Diosmin SDU Granulado para Solução Oral 900mg + 100mg com 30 Saches de 5g Sabor Abacaxi Aché,Aché,7896658000911,204.57,194.34,194.34,190.45,5.0,https://www.farmaponte.com.br/diosmin-sdu-900mg-100mg-caixa-com-30-saches-com-5g-de-granulado-para-solucao-oral-sabor-abacaxi/p,2026-05-05 09:14:20
FarmaPonte,Norfloxacino 400mg Medley 14 Comprimidos,Medley,7896422507400,52.6,40.5,40.5,20.25,23.0,https://www.farmaponte.com.br/norfloxacino-400mg-14cp-med/p,2026-05-05 09:14:20
FarmaPonte,"Diamicron Mr 60Mg, Caixa Com 60 Comprimidos De Liberacao Prolongada",Servier,7898029552210,216.92,173.54,173.55,170.07,20.0,https://www.farmaponte.com.br/diamicron-mr-60mg-caixa-com-60-comprimidos-de-liberacao-prolongada/p,2026-05-05 09:14:20
FarmaPonte,Bactrim F 400mg + 80mg Suspensão Oral com 100mL,Farmoquímica,7898040328627,61.46,52.24,52.24,51.2,15.0,https://www.farmaponte.com.br/bactrim-f-susp-100ml-zz/p,2026-05-05 09:14:20
FarmaPonte,"Cilodex 3,5mg mL + 1mg mL 5mL Solução Alcon",Novartis,7896548161746,52.43,48.76,48.76,47.78,7.0,https://www.farmaponte.com.br/cilodex-col-5ml/p,2026-05-05 09:14:20
FarmaPonte,Amoxicilina 500mg + Clavulanato De Potássio 125mg Genérico Sandoz 12 Comprimidos,EMS,7896004703404,110.37,57.39,57.39,40.17,48.0,https://www.farmaponte.com.br/amoxicilinaclav-500mg-12-em/p,2026-05-05 09:14:20
FarmaPonte,"Azitromicina Di-Hidratada 900mg Suspensão Oral 22,5ml Neo Química Genérico",Neo Química,7896714215495,86.48,49.29,49.29,32.53,43.0,https://www.farmaponte.com.br/azitromicina-900mg-susp-neo/p,2026-05-05 09:14:20
FarmaPonte,Cloridrato de Ciprofloxacino 500mg Medley 14 Comprimidos Revestidos,Medley,7896422507103,41.63,40.38,40.38,15.75,3.0,https://www.farmaponte.com.br/ciprofloxacino-500-14cp-med/p,2026-05-05 09:14:20
FarmaPonte,Benzoilmetronidazol 250mg Prati-Donaduzzi 20 Comprimidos Revestidos,Prati-Donaduzzi,7898148294381,16.08,13.19,13.19,7.65,17.97,https://www.farmaponte.com.br/metronidazol-250mg-20cpr-prat/p,2026-05-05 09:14:20
FarmaPonte,Bactrim 400 + 80mg caixa com 20 comprimidos,Farmoquímica,7898040328597,40.1,33.68,33.68,33.01,16.01,https://www.farmaponte.com.br/bactrim-20cpr/p,2026-05-05 09:14:20
FarmaPonte,Sulfametoxazol Trimetoprima 800mg + 160mg Prati Donaduzzi 10 Comprimidos,Prati-Donaduzzi,7899547504743,21.79,20.05,20.05,10.63,7.99,https://www.farmaponte.com.br/sulfametoxazol-tri-800-160mg-10cp-prat/p,2026-05-05 09:14:20
FarmaPonte,Azitromicina Di-Hidratada 600mg Suspensão Oral 15mL + 1 Seringa Dosadora Neo Química Genérico,Neo Química,7896714215501,70.22,36.51,36.51,21.54,48.01,https://www.farmaponte.com.br/azitromicina-600mg-susp-neo/p,2026-05-05 09:14:20
FarmaPonte,Cloridrato de Clindamicina Teuto 300mg 16 Cápsulas Gelatinosas Duras,Teuto,7896112123033,101.91,88.66,88.66,24.82,13.0,https://www.farmaponte.com.br/clindamicina-300mg-16cpr-teu/p,2026-05-05 09:14:20
FarmaPonte,Lexotan 6mg caixa com 30 comprimidos,Blanver S.A.,7898581710363,93.08,78.19,78.19,76.63,16.0,https://www.farmaponte.com.br/lexotan-6mg-30cpr-b1/p,2026-05-05 09:14:21
FarmaPonte,"Tylex 7,5 12 Comprimidos",Janssen-Cilag,7893454714844,36.0,31.32,31.32,30.69,13.0,https://www.farmaponte.com.br/tylex-75mg-12cpr/p,2026-05-05 09:14:21
FarmaPonte,Menelat 30mg Torrent 30 Comprimidos Revestidos,Torrent,8902220106970,184.39,132.76,132.76,130.1,28.0,https://www.farmaponte.com.br/menelat-30mg-30cpr/p,2026-05-05 09:14:21
FarmaPonte,Claritromicina 500mg Medley 14 Comprimidos,Medley,7896422503617,155.21,96.23,96.23,88.53,38.0,https://www.farmaponte.com.br/claritromicina-500-14-med/p,2026-05-05 09:14:21
FarmaPonte,Frisium 20mg caixa com 20 comprimidos,Sanofi,7898216368013,45.98,39.08,39.08,38.3,15.01,https://www.farmaponte.com.br/frisium-20mg-20cpr-b1/p,2026-05-05 09:14:21
FarmaPonte,Lexotan 3mg caixa com 30 comprimidos,Blanver S.A.,7896226502199,55.42,47.11,47.11,46.17,14.99,https://www.farmaponte.com.br/lexotan-3mg-30cpr-b1/p,2026-05-05 09:14:21
FarmaPonte,Esc Comprimido 10mg Eurofarma 60 Comprimidos,Eurofarma,7891317476663,140.22,114.98,114.98,112.68,18.0,https://www.farmaponte.com.br/esc-10mg-60cpr/p,2026-05-05 09:14:21
FarmaPonte,Fumarato Quetiapina 100mg Genérico 30 Comprimidos,Teuto,7896112121114,153.25,102.68,102.68,26.7,33.0,https://www.farmaponte.com.br/fumarato-quetiapina-100-30cp-teu/p,2026-05-05 09:14:21
FarmaPonte,"Olanzapina 2,5mg Prati Donaduzzi 30 Comprimidos",Prati-Donaduzzi,7899547501100,83.25,34.97,34.97,34.27,57.99,https://www.farmaponte.com.br/olanzapina-25mg-30cpr-prat/p,2026-05-05 09:14:21
FarmaPonte,Oxalato de Escitalopram 15mg Geolab 30 Comprimidos,Medley,7896422522632,151.57,93.97,93.97,92.09,38.0,https://www.farmaponte.com.br/escitalopram-15mg-30cpr-med/p,2026-05-05 09:14:21
FarmaPonte,Succinato de Desvenlafaxina 50mg EMS 30 Comprimidos Revestidos,EMS,7896004751009,170.09,62.93,62.93,61.67,63.0,https://www.farmaponte.com.br/suc-desvenlafaxina-50mg-30cpr-ems/p,2026-05-05 09:14:21
FarmaPonte,Cloridrato de Duloxetina 30mg com 30 Cápsulas Duras de Liberação Retardada  Aché Biosintética Genérico,Biosintética - Aché,7896181925224,94.84,68.28,68.28,48.48,28.01,https://www.farmaponte.com.br/duloxetina-30mg-30cap-bio/p,2026-05-05 09:14:21
FarmaPonte,"Corus H 50mg + 12,5mg com 30 Comprimidos Aché",Aché,7896181900115,79.6,75.62,75.62,74.11,5.0,https://www.farmaponte.com.br/corus-h-50-125mg-30cpr/p,2026-05-05 09:14:22
FarmaPonte,Bactrim Pediátrico 100mL,Farmoquímica,7898040328610,31.78,26.06,26.06,25.54,18.0,https://www.farmaponte.com.br/bactrim-susp-ped-100ml/p,2026-05-05 09:14:22
FarmaPonte,"Oxcarbazepina 600Mg Medley, Caixa Com 30 Comprimidos Revestidos",Medley,7896422511940,99.74,81.79,81.79,80.15,18.0,https://www.farmaponte.com.br/oxcarbazepina-600-30-med-g/p,2026-05-05 09:14:22
FarmaPonte,"Alprazolam 0,5mg 30 comprimidos",Nova Química,7895296280082,17.06,17.06,17.06,16.72,0.0,https://www.farmaponte.com.br/alprazolam-05-30cpr-nq/p,2026-05-05 09:14:22
FarmaPonte,"Hemitartarato De Zolpidem 5Mg Eurofarma, Caixa Com 30 Comprimidos Subilinguais",Eurofarma,7891317004606,94.84,58.8,58.8,42.92,38.0,https://www.farmaponte.com.br/tarta-zolpidem-sl-5-30cpr-eur/p,2026-05-05 09:14:22
FarmaPonte,Lamotrigina 50mg Eurofarma 30 Comprimidos,Eurofarma,7891317473679,47.43,36.52,36.52,13.88,23.0,https://www.farmaponte.com.br/lamotrigina-50mg-30cpr-euro/p,2026-05-05 09:14:22
FarmaPonte,Topiramato 25mg Genérico Germed 60 Comprimidos,Germed Pharma,7896004713038,102.69,43.13,43.13,42.27,58.0,https://www.farmaponte.com.br/topiramato-25mg-60cpr-germed/p,2026-05-05 09:14:22
FarmaPonte,Ácido Fusídico + Valerato de Betametasona - Nova Química 20 + 1mg g creme dermatológico bisnaga com 15g,Nova Química,7895296034029,65.89,59.3,59.3,55.74,10.0,https://www.farmaponte.com.br/acido-fusidico-val-betam-cr-nq-gen/p,2026-05-05 09:14:22
FarmaPonte,Ceftriaxona Sódica 500mg Pó para Solução Injetável 1 ampola de 2mL Eurofarma Genérico,Eurofarma,7891317007829,31.28,24.09,24.09,23.61,22.99,https://www.farmaponte.com.br/ceftriaxona-500mg-im-euro-g/p,2026-05-05 09:14:22
FarmaPonte,Cloridrato de Amitriptilina - EMS 25mg caixa com 30 comprimidos revestidos,EMS,7896004727776,23.29,20.26,20.26,8.91,13.01,https://www.farmaponte.com.br/amitriptilina-25-30cp-ems/p,2026-05-05 09:14:22
FarmaPonte,Amoxicilina 875mg EMS 14 Comprimidos Revestidos,EMS,7896004706382,81.66,58.8,58.8,28.81,27.99,https://www.farmaponte.com.br/amoxicilina-875mg-14cpr-ems/p,2026-05-05 09:14:22
FarmaPonte,Hemifumarato De Quetiapína 25mg Medley 30 Comprimidos,Medley,7896422500500,80.85,42.04,42.04,10.09,48.0,https://www.farmaponte.com.br/fumarato-quetiapina-25-30cp-med/p,2026-05-05 09:14:22
FarmaPonte,"Traturil 5,631g 2 Envelopes 8g",Apsen,7896637030014,136.65,95.0,95.0,93.1,30.48,https://www.farmaponte.com.br/traturil-2env/p,2026-05-05 09:14:22
FarmaPonte,Risperidona 2mg Medley 30 Comprimidos Revestidos,Medley,7896422504072,69.22,46.38,46.38,45.45,33.0,https://www.farmaponte.com.br/risperidona-2mg-30cpr-med/p,2026-05-05 09:14:22
FarmaPonte,Citalopram 20mg Eurofarma 30 Comprimidos,Eurofarma,7891317472009,98.35,41.31,41.31,9.09,58.0,https://www.farmaponte.com.br/citalopram-20mg-30cpr-eur/p,2026-05-05 09:14:22
FarmaPonte,"Ceftriaxona Sódica IM 1g Pó para Solução Injetável 5 ampolas de 3,5ml Eurofarma Genérico",Eurofarma,7891317002190,209.65,140.47,140.48,137.66,33.0,https://www.farmaponte.com.br/ceftriaxona-1g-im-5amp-euro/p,2026-05-05 09:14:22
FarmaPonte,Succinato de Desvenlafaxina 100mg EMS 30 Comprimidos Revestidos,EMS,7896004751016,178.13,65.91,65.91,64.59,63.0,https://www.farmaponte.com.br/suc-desvenlafaxina-100mg-30cpr-ems/p,2026-05-05 09:14:22
FarmaPonte,Alprazolam 1mg 30comp EMS Genérico.,EMS,7896004718828,30.1,26.19,26.19,6.02,12.99,https://www.farmaponte.com.br/alprazolam-1-30cpr-ems/p,2026-05-05 09:14:22
FarmaPonte,Lamotrigina 25mg Eurofarma 30 Comprimidos,Eurofarma,7891317473648,28.74,26.44,26.44,8.73,8.0,https://www.farmaponte.com.br/lamotrigina-25mg-30cpr-euro/p,2026-05-05 09:14:22
FarmaPonte,Amytril Cloridrato de Amitriptilina 25mg 30 comprimidos,Laboratório Cristália,7896676422269,52.06,44.25,44.25,43.37,15.0,https://www.farmaponte.com.br/amytril-25mg-30cpr-c1/p,2026-05-05 09:14:22
FarmaPonte,Paco 500+30Mg Com 24 Comprimidos,Eurofarma,7891317000042,63.89,53.03,53.03,51.97,17.0,https://www.farmaponte.com.br/paco-30mg-24cpr-zz/p,2026-05-05 09:14:23
FarmaPonte,Fenobarbital 40mg Gotas 20mL União Química Genérico,União Química,7896006237167,8.38,6.87,6.87,6.73,18.02,https://www.farmaponte.com.br/fenobarbital-gts-20ml-uq/p,2026-05-05 09:14:23
FarmaPonte,Paracetamol + Fosfato de Codeína 500mg + 30mg Biolab 12 Comprimidos,Biolab Genéricos,7898146823804,26.62,17.84,17.84,11.42,32.98,https://www.farmaponte.com.br/codeina-30mg-paracetamol-12cpr-biol/p,2026-05-05 09:14:23
FarmaPonte,Alprazolam 2mg 30 Comprimidos - Bio,Biosintética - Aché,7896181919391,72.08,48.29,48.29,47.32,33.0,https://www.farmaponte.com.br/alprazolam-2-30-cpr-bio/p,2026-05-05 09:14:23
FarmaPonte,"Alprazolam 0,5mg com 30 Comprimidos Aché Biosintética Genérico",Biosintética - Aché,7896181919247,13.92,13.92,13.92,13.64,0.0,https://www.farmaponte.com.br/alprazolam-05-30cpr-bio/p,2026-05-05 09:14:23
FarmaPonte,Patz 5mg Com 30 Comprimidos Sublinguais,EMS Sigma Pharma,7894916512992,162.87,117.27,117.28,114.92,28.0,https://www.farmaponte.com.br/patz-sl-5mg-30cpr/p,2026-05-05 09:14:23
FarmaPonte,"Alprazolam 0,25mg 30 Comprimidos - Medley",Medley,7896422516990,13.52,13.11,13.11,12.85,3.03,https://www.farmaponte.com.br/alprazolam-025-30cpr-med/p,2026-05-05 09:14:23
FarmaPonte,Risperidona - Aché 1mg caixa com 30 comprimidos revestidos,Eurofarma,7891317448653,29.51,28.62,28.62,27.19,3.02,https://www.farmaponte.com.br/risperidona-1mg-30cpr-euro-c1/p,2026-05-05 09:14:23
FarmaPonte,Donila 10mg caixa com 30 comprimidos revestidos,Aché,7896658014567,64.54,54.21,54.21,53.13,16.01,https://www.farmaponte.com.br/donila-10mg-30cpr/p,2026-05-05 09:14:23
FarmaPonte,Tobramicina 3mg mL Genérico Germed 5mL Solução Oftálmica,Germed Pharma,7896004726151,24.28,23.55,23.55,23.08,3.01,https://www.farmaponte.com.br/tobramicina-03-col-5ml-germ/p,2026-05-05 09:14:23
FarmaPonte,Cloridrato de Duloxetina 60mg 30 cápsulas EMS Genérico,EMS,7896004747774,158.65,114.23,114.24,111.95,28.0,https://www.farmaponte.com.br/duloxetina-60mg-30cap-emsz/p,2026-05-05 09:14:23
